date,Mkt-RF,SMB,HML,RMW,CMA,RF,Mom,ILLIQ
2017-08-10,-0.0149,-0.0031,0.0027,0.003,0.001,4e-05,-0.00546489707246644,0.0027792432183468517
2017-08-11,0.0019,0.0017000000000000001,-0.0087,0.0036,-0.0008,4e-05,-0.0014146114639722565,0.00937957688688657
2017-08-14,0.0103,0.0033,0.0013,-0.0005,-0.0046,4e-05,0.012633251865997949,0.004756647295129583
2017-08-15,-0.0011,-0.0087,-0.0003,-0.0017000000000000001,-0.0025,4e-05,0.002573517026389674,-0.01811646565751708
2017-08-16,0.0018,-0.0014000000000000002,-0.0044,0.0033,-0.0014000000000000002,4e-05,-0.0019750645104746976,0.028619969498997113
2017-08-17,-0.016,-0.0018,-0.0017000000000000001,-0.0004,0.0014000000000000002,4e-05,-0.006232315782982577,-0.014511979347136435
2017-08-18,-0.0015,0.0011,0.0024,-0.0027,0.0,4e-05,0.0029150380980143744,0.023204407872826016
2017-08-21,0.0006,-0.0027,-0.0022,0.002,-0.0015,4e-05,-0.0011961788830289997,-0.002908242140185514
2017-08-22,0.010700000000000001,-0.0002,-0.0023,-0.0018,0.0019,4e-05,0.0038617063285573345,0.011712877634637391
2017-08-23,-0.0033,0.0012,0.0040999999999999995,-0.0049,0.0012,4e-05,-0.0012682554146348872,-0.007593781310720457
2017-08-24,-0.0014000000000000002,0.005699999999999999,0.0017000000000000001,-0.0049,0.0022,4e-05,0.0027629636733039814,0.013406380769370809
2017-08-25,0.0018,0.0016,0.005600000000000001,0.0013,0.0024,4e-05,-0.002678350074447081,0.002332929043979003
2017-08-28,0.0008,0.0031,-0.0073,0.0018,-0.001,4e-05,0.003545124331311798,-0.0006939523157846821
2017-08-29,0.001,0.0009,-0.0039000000000000003,0.0,0.0007000000000000001,4e-05,0.0016376496956291386,0.00341838234749496
2017-08-30,0.0053,0.0,-0.0031,0.0009,-0.0038,4e-05,0.004562465235578884,-0.009266115956243198
2017-08-31,0.0062,0.0038,-0.0043,-0.0031,0.0006,4e-05,0.000585731361254739,-0.007521659447579119
2017-09-01,0.0027,0.0043,0.0040999999999999995,-0.0008,0.0034999999999999996,5e-05,-0.0013529422512220442,0.01002061461749959
2017-09-05,-0.008100000000000001,-0.0003,-0.009899999999999999,-0.0006,0.0049,5e-05,-0.009465157063391396,-0.00422295683971534
2017-09-06,0.0028000000000000004,-0.0005,0.0012,-0.0037,0.0016,5e-05,-0.007778692899674077,0.03537992450835542
2017-09-07,-0.0007000000000000001,0.0001,-0.0092,0.0003,0.0012,5e-05,-0.0018529001170473867,0.004955926040407448
2017-09-08,-0.0016,0.0013,0.0038,0.0022,-0.0011,5e-05,0.005704330088106363,0.006643264284613222
2017-09-11,0.0108,-0.0006,0.0064,-0.0032,-0.0008,5e-05,0.004136818009877924,0.019336733572494873
2017-09-12,0.0044,0.0033,0.0072,0.0009,0.0018,5e-05,-0.002956591229404059,-0.0055029118217324695
2017-09-13,0.0011,0.0027,0.0033,-0.0033,0.0013,5e-05,-0.004257849051988597,0.013530754222677735
2017-09-14,-0.0012,-0.0007000000000000001,-0.0006,-0.0032,0.0024,5e-05,-0.0004568090866879615,0.013837899974987102
2017-09-15,0.0019,0.0025,0.0014000000000000002,0.0029,-0.0003,5e-05,-0.001158171288232957,-0.019107112267328807
2017-09-18,0.0024,0.004,0.002,-0.0048,0.0025,5e-05,0.0066631197636399745,-0.0026929832934401206
2017-09-19,0.0015,-0.002,0.0039000000000000003,0.0004,0.0005,5e-05,0.0074328156730586485,-0.0049827427547082526
2017-09-20,0.0016,0.0027,0.0049,-0.0018,0.0031,5e-05,-0.0010025522643010059,-0.007706659949484886
2017-09-21,-0.0028000000000000004,0.0015,0.0037,-0.0005,-0.0006,5e-05,0.001860531339741232,0.01020270321425085
2017-09-22,0.0012,0.0043,0.0012,0.0038,0.0032,5e-05,-0.0016969176789058034,0.008179076649916562
2017-09-25,-0.0025,0.0034999999999999996,0.006,-0.0021,0.0062,5e-05,-0.012144656519304409,-0.013838991484469747
2017-09-26,0.0005,0.004699999999999999,0.0017000000000000001,0.005699999999999999,-0.0017000000000000001,5e-05,0.0014709271689772579,-0.00956817904193521
2017-09-27,0.0063,0.0144,0.0023,-0.0029,-0.004699999999999999,5e-05,0.014106917556329325,-0.01087706531643395
2017-09-28,0.0013,0.0017000000000000001,-0.0004,-0.001,-0.0015,5e-05,0.005228490622157123,0.0018511770792024689
2017-09-29,0.0034999999999999996,-0.0014000000000000002,-0.0026,-0.0011,-0.0032,5e-05,0.0029246443756738424,0.0011301812157140856
2017-10-02,0.005,0.0088,0.0013,-0.0021,0.0024,4e-05,0.003689452639794927,0.002316316479334265
2017-10-03,0.0026,-0.0003,-0.0005,-0.0002,-0.0009,4e-05,-0.0002777884357267976,0.0336673087339954
2017-10-04,0.0005,-0.0034000000000000002,-0.0046,-0.001,0.0005,4e-05,-3.5496175890934074e-06,0.004574286052822469
2017-10-05,0.0055000000000000005,-0.0031,0.0038,-0.0031,-0.0018,4e-05,-0.0004206305309312213,0.0038974497611721213
2017-10-06,-0.0008,-0.0008,-0.0026,0.0017000000000000001,-0.0036,4e-05,0.005359866278269877,-0.0052309503062929275
2017-10-09,-0.0022,-0.0028000000000000004,0.0,0.0011,-0.0021,4e-05,0.0043531505496087666,-0.013427985813748315
2017-10-10,0.0024,0.0004,0.0043,0.0011,-0.001,4e-05,0.0009625274803646832,0.010259360579886837
2017-10-11,0.0016,-0.0025,-0.0019,-0.0005,-0.0009,4e-05,0.002548846565527768,0.019758601652718602
2017-10-12,-0.0018,-0.0011,-0.0052,0.0017000000000000001,0.0009,4e-05,0.0047648980469795245,-0.016245140102724362
2017-10-13,0.0004,-0.003,0.001,0.0022,-0.0001,4e-05,-0.0013031962589518343,-0.004316773215888621
2017-10-16,0.0017000000000000001,-0.0029,0.0033,0.0003,-0.0008,4e-05,0.002046746523781751,-0.01671603813485741
2017-10-17,0.0001,-0.0034000000000000002,-0.003,0.0040999999999999995,-0.0017000000000000001,4e-05,-0.004348252829901502,-0.0009301243679354104
2017-10-18,0.0014000000000000002,0.0034999999999999996,0.0022,0.0031,-0.0014000000000000002,4e-05,0.0036115136099375616,-0.0030262620942035834
2017-10-19,0.0002,-0.0034999999999999996,0.0018,0.0014000000000000002,0.0009,4e-05,-0.0033215661172714,-0.01358642809917374
2017-10-20,0.005699999999999999,0.0,0.0027,0.0009,-0.0001,4e-05,0.0016504160909464024,0.01839179678808702
2017-10-23,-0.0045000000000000005,-0.0036,0.0018,0.0026,-0.0037,4e-05,0.0031392302322959275,-0.016801443228161243
2017-10-24,0.002,-0.0011,0.005,0.0001,-0.0011,4e-05,0.007129915068487919,-0.016764461701114772
2017-10-25,-0.0051,0.0005,0.0016,0.0024,-0.0049,4e-05,-0.0003978321984254551,0.032613016587067556
2017-10-26,0.002,0.0007000000000000001,0.003,0.0015,-0.0017000000000000001,4e-05,0.003991459791666532,-0.030413164771485493
2017-10-27,0.008199999999999999,-0.0005,-0.0096,0.0008,-0.012199999999999999,4e-05,0.007223053783434682,0.021455332984596127
2017-10-30,-0.0046,-0.0079,-0.0004,-0.005699999999999999,-0.0029,4e-05,-0.005035059819379422,-0.0260506591526078
2017-10-31,0.0023,0.0077,-0.0025,-0.002,0.0013,4e-05,0.006214382614277501,-0.002298792384264828
2017-11-01,0.0005,-0.008,0.0008,-0.0001,-0.0006,4e-05,-0.0078077908790464,-0.0131895670370073
2017-11-02,0.0006,0.0002,0.005,-0.0025,0.0029,4e-05,0.00863956252411266,-0.011586954749173897
2017-11-03,0.0031,-0.0054,-0.0072,-0.0015,-0.0008,4e-05,0.0009350200937651232,-0.0030781711932440013
2017-11-06,0.0006,0.0015,0.002,-0.006500000000000001,0.0019,4e-05,-0.0031169714971768336,0.0025617168579505816
2017-11-07,-0.002,-0.0143,-0.0040999999999999995,0.0048,-0.0013,4e-05,-0.009265717268598008,0.002503247303643258
2017-11-08,0.0012,-0.0004,-0.0059,0.0055000000000000005,-0.0009,4e-05,-0.001816118744605091,0.010710942956480738
2017-11-09,-0.0040999999999999995,0.0,0.0024,0.0,0.0006,4e-05,-0.00781620205674502,-0.0010225275005673238
2017-11-10,0.0001,0.0006,-0.0042,0.0022,0.0011,4e-05,-0.0020465794033603015,-0.0039620967038028814
2017-11-13,0.0009,-0.0029,0.0009,0.0004,-0.008100000000000001,4e-05,0.007213801342250364,0.004425516725590042
2017-11-14,-0.0022,-0.0006,0.0001,0.009300000000000001,-0.005,4e-05,0.008937836908358032,-0.019634994689597
2017-11-15,-0.0052,0.0005,0.0022,-0.0005,0.0017000000000000001,4e-05,-0.0006645959030426082,-0.012486658867734212
2017-11-16,0.0101,0.0085,-0.0054,0.0054,-0.0004,4e-05,0.0037840363900551208,0.04074111834003664
2017-11-17,-0.0014000000000000002,0.0072,0.0029,-0.0017000000000000001,0.0046,4e-05,-0.010082508979440241,0.007002884441562883
2017-11-20,0.0021,0.0062,0.0002,0.0026,0.0,4e-05,0.006925891187010226,-0.029632209571315998
2017-11-21,0.0067,0.0036,-0.0033,0.0003,-0.0058,4e-05,0.00982938455269414,0.02713752345337774
2017-11-22,-0.0005,0.0008,-0.0007000000000000001,-0.0022,0.0023,4e-05,-0.008790960379428352,-0.007270006819833213
2017-11-24,0.0021,0.0001,-0.0043,0.0004,-0.0007000000000000001,4e-05,0.003935196295245863,0.03740775234602326
2017-11-27,-0.0006,-0.003,0.0001,0.0060999999999999995,-0.0017000000000000001,4e-05,0.00019694929797389564,-0.02337128149105903
2017-11-28,0.0106,0.005699999999999999,0.0087,0.0028000000000000004,0.0,4e-05,-0.0006826128805628058,0.005707877027617841
2017-11-29,0.0002,0.0034999999999999996,0.0151,0.0076,0.005,4e-05,-0.018323906039331234,-0.014083630563582084
2017-11-30,0.008199999999999999,-0.0060999999999999995,-0.0051,-0.0021,0.0014000000000000002,4e-05,0.0013269215745763813,-0.025575230341022284
2017-12-01,-0.0022,-0.0032,0.0038,-0.0040999999999999995,0.0038,4e-05,-0.005159834181363894,0.02798662724443546
2017-12-04,-0.001,-0.0013,0.0123,0.0096,0.0052,4e-05,-0.017727450638552786,-0.011810282095574288
2017-12-05,-0.0043,-0.004699999999999999,-0.0023,0.0022,-0.0019,4e-05,0.006897542059087078,0.0029986980040657943
2017-12-06,-0.0009,-0.0051,-0.0053,0.0040999999999999995,-0.0052,4e-05,0.005574545980442156,-0.014014732657659023
2017-12-07,0.0042,0.0027,-0.002,-0.0023,0.0013,4e-05,0.007465230338796255,-0.010200769011804469
2017-12-08,0.0051,-0.0044,-0.0013,-0.0007000000000000001,0.0016,4e-05,-0.0069627864973101595,0.0026787551513558806
2017-12-11,0.0026,-0.0044,-0.0019,-0.0005,0.0007000000000000001,4e-05,-0.005096022792693007,-0.009763869830603835
2017-12-12,0.0007000000000000001,-0.0044,0.005,0.0003,0.0009,4e-05,-0.006463805395790268,0.023381502979187393
2017-12-13,0.0002,0.0062,-0.0089,0.0028000000000000004,-0.0007000000000000001,4e-05,0.00590514070703705,-0.014333764399996755
2017-12-14,-0.004699999999999999,-0.0076,-0.0022,-0.0017000000000000001,-0.0013,4e-05,0.0011828422457700544,-0.0017029348670549716
2017-12-15,0.0092,0.0068000000000000005,0.0005,0.0031,-0.004699999999999999,4e-05,0.005127731237297684,0.03928288479194314
2017-12-18,0.0067,0.008199999999999999,0.0027,0.0021,0.0017000000000000001,4e-05,0.002765115426425534,-0.027040243873809926
2017-12-19,-0.003,-0.0033,-0.0024,0.0026,0.0038,4e-05,-0.002675812884085983,-0.004259852243386169
2017-12-20,0.0001,0.0037,0.0006,-0.0016,0.0034999999999999996,4e-05,-0.0012653758768846847,0.013414048484292684
2017-12-21,0.0024,0.003,0.0063,-0.0070999999999999995,0.0032,4e-05,-0.005074056623776346,0.014292193168808183
2017-12-22,-0.0007000000000000001,-0.002,-0.0021,-0.001,0.0021,4e-05,-0.0002995472807698189,-0.014212956486022806
2017-12-26,-0.0007000000000000001,0.0031,-0.0007000000000000001,-0.0013,0.0058,4e-05,-0.003089276419476887,0.015409381979950627
2017-12-27,0.0005,-0.0016,-0.002,0.0009,-0.0015,4e-05,0.004779473370191345,0.013348330258355086
2017-12-28,0.0022,0.001,0.0005,-0.0014000000000000002,-0.0021,4e-05,-0.00044608048779731243,0.01254340596675635
2017-12-29,-0.005699999999999999,-0.0031,0.0,0.0017000000000000001,0.0017000000000000001,4e-05,-0.003164460401689251,-0.021018816299150193
2018-01-02,0.0085,0.003,-0.0022,-0.005,0.0031,6e-05,-0.0058615708083666765,0.03990191730007731
2018-01-03,0.0059,-0.0046,-0.0018,-0.006999999999999999,-0.0006,6e-05,-0.00015222404432787672,-0.004549596770261976
2018-01-04,0.0042,-0.0022,0.0024,-0.0002,0.0031,6e-05,-0.002478682366263813,0.0032799476189005992
2018-01-05,0.0066,-0.0037,-0.0026,0.0037,-0.0037,6e-05,0.0038229604157223786,0.0021244698837606848
2018-01-08,0.0019,-0.002,0.0004,-0.0007000000000000001,0.0,6e-05,0.0006556039499920427,-0.0006108787970244721
2018-01-09,0.0015,-0.0038,-0.0003,-0.0013,0.0003,6e-05,0.003594495897590619,-0.007039346551636069
2018-01-10,-0.0007000000000000001,0.0014000000000000002,0.005699999999999999,-0.0033,0.0003,6e-05,-0.0003345513260819509,-0.0011791728981551182
2018-01-11,0.0087,0.0113,0.0031,-0.0022,0.0059,6e-05,0.0020692527867602756,0.004099483261585481
2018-01-12,0.0066,-0.0032,0.0016,-0.001,0.0019,6e-05,-0.0010483672644343322,0.004600309700565596
